transaction_id,sender_id,receiver_id,amount,timestamp
TXN000065,ACC_CYCLE_17_1,ACC_CYCLE_17_2,5000.0,2026-01-04 13:00:00
TXN000066,ACC_CYCLE_17_2,ACC_CYCLE_17_3,4900.0,2026-01-04 14:00:00
TXN000067,ACC_CYCLE_17_3,ACC_CYCLE_17_4,4800.0,2026-01-04 15:00:00
TXN000068,ACC_CYCLE_17_4,ACC_CYCLE_17_1,4700.0,2026-01-04 16:00:00
TXN000069,ACC_CYCLE_18_1,ACC_CYCLE_18_2,5000.0,2026-01-04 18:00:00
TXN000070,ACC_CYCLE_18_2,ACC_CYCLE_18_3,4900.0,2026-01-04 19:00:00
TXN000071,ACC_CYCLE_18_3,ACC_CYCLE_18_4,4800.0,2026-01-04 20:00:00
TXN000072,ACC_CYCLE_18_4,ACC_CYCLE_18_1,4700.0,2026-01-04 21:00:00
TXN000073,ACC_CYCLE_19_1,ACC_CYCLE_19_2,5000.0,2026-01-04 23:00:00
TXN000074,ACC_CYCLE_19_2,ACC_CYCLE_19_3,4900.0,2026-01-05 00:00:00
TXN000075,ACC_CYCLE_19_3,ACC_CYCLE_19_4,4800.0,2026-01-05 01:00:00
TXN000076,ACC_CYCLE_19_4,ACC_CYCLE_19_1,4700.0,2026-01-05 02:00:00
TXN000077,ACC_CYCLE_20_1,ACC_CYCLE_20_2,5000.0,2026-01-05 04:00:00
TXN000078,ACC_CYCLE_20_2,ACC_CYCLE_20_3,4900.0,2026-01-05 05:00:00
TXN000079,ACC_CYCLE_20_3,ACC_CYCLE_20_4,4800.0,2026-01-05 06:00:00
TXN000080,ACC_CYCLE_20_4,ACC_CYCLE_20_1,4700.0,2026-01-05 07:00:00
TXN000081,ACC_SMURF_1_1,ACC_HUB_1,1194.0,2026-01-09 12:00:00
TXN000082,ACC_SMURF_1_2,ACC_HUB_1,1120.0,2026-01-09 13:00:00
TXN000083,ACC_SMURF_1_3,ACC_HUB_1,1046.0,2026-01-09 14:00:00
TXN000084,ACC_SMURF_1_4,ACC_HUB_1,1162.0,2026-01-09 15:00:00
TXN000085,ACC_SMURF_1_5,ACC_HUB_1,828.0,2026-01-09 16:00:00
TXN000086,ACC_SMURF_1_6,ACC_HUB_1,1134.0,2026-01-09 17:00:00
TXN000087,ACC_SMURF_1_7,ACC_HUB_1,802.0,2026-01-09 18:00:00
TXN000088,ACC_SMURF_1_8,ACC_HUB_1,936.0,2026-01-09 19:00:00
TXN000089,ACC_SMURF_1_9,ACC_HUB_1,1197.0,2026-01-09 20:00:00
TXN000090,ACC_SMURF_1_10,ACC_HUB_1,919.0,2026-01-09 21:00:00
TXN000091,ACC_SMURF_1_11,ACC_HUB_1,1139.0,2026-01-09 22:00:00
TXN000092,ACC_SMURF_1_12,ACC_HUB_1,974.0,2026-01-09 23:00:00
TXN000093,ACC_SMURF_1_13,ACC_HUB_1,935.0,2026-01-10 00:00:00
TXN000094,ACC_SMURF_1_14,ACC_HUB_1,1188.0,2026-01-10 01:00:00
TXN000095,ACC_SMURF_1_15,ACC_HUB_1,1087.0,2026-01-10 02:00:00
TXN000096,ACC_HUB_1,ACC_DISP_1_1,2892.0,2026-01-13 16:00:00
TXN000097,ACC_HUB_1,ACC_DISP_1_2,2619.0,2026-01-13 17:00:00
TXN000098,ACC_HUB_1,ACC_DISP_1_3,3952.0,2026-01-13 18:00:00
TXN000099,ACC_HUB_1,ACC_DISP_1_4,2093.0,2026-01-13 19:00:00
TXN000100,ACC_HUB_1,ACC_DISP_1_5,3290.0,2026-01-13 20:00:00
TXN000101,ACC_HUB_1,ACC_DISP_1_6,3062.0,2026-01-13 21:00:00
TXN000102,ACC_HUB_1,ACC_DISP_1_7,3983.0,2026-01-13 22:00:00
TXN000103,ACC_HUB_1,ACC_DISP_1_8,2615.0,2026-01-13 23:00:00
TXN000104,ACC_SMURF_2_1,ACC_HUB_2,1110.0,2026-01-09 15:00:00
TXN000105,ACC_SMURF_2_2,ACC_HUB_2,939.0,2026-01-09 16:00:00
TXN000106,ACC_SMURF_2_3,ACC_HUB_2,819.0,2026-01-09 17:00:00
TXN000107,ACC_SMURF_2_4,ACC_HUB_2,865.0,2026-01-09 18:00:00
TXN000108,ACC_SMURF_2_5,ACC_HUB_2,1182.0,2026-01-09 19:00:00
TXN000109,ACC_SMURF_2_6,ACC_HUB_2,1072.0,2026-01-09 20:00:00
TXN000110,ACC_SMURF_2_7,ACC_HUB_2,1009.0,2026-01-09 21:00:00
TXN000111,ACC_SMURF_2_8,ACC_HUB_2,1075.0,2026-01-09 22:00:00
TXN000112,ACC_SMURF_2_9,ACC_HUB_2,1138.0,2026-01-09 23:00:00
TXN000113,ACC_SMURF_2_10,ACC_HUB_2,970.0,2026-01-10 00:00:00
TXN000114,ACC_SMURF_2_11,ACC_HUB_2,818.0,2026-01-10 01:00:00
TXN000115,ACC_SMURF_2_12,ACC_HUB_2,986.0,2026-01-10 02:00:00
TXN000116,ACC_SMURF_2_13,ACC_HUB_2,834.0,2026-01-10 03:00:00
TXN000117,ACC_SMURF_2_14,ACC_HUB_2,1192.0,2026-01-10 04:00:00
TXN000118,ACC_SMURF_2_15,ACC_HUB_2,1181.0,2026-01-10 05:00:00
TXN000119,ACC_HUB_2,ACC_DISP_2_1,2651.0,2026-01-13 19:00:00
TXN000120,ACC_HUB_2,ACC_DISP_2_2,3522.0,2026-01-13 20:00:00
TXN000121,ACC_HUB_2,ACC_DISP_2_3,3800.0,2026-01-13 21:00:00
TXN000122,ACC_HUB_2,ACC_DISP_2_4,3012.0,2026-01-13 22:00:00
TXN000123,ACC_HUB_2,ACC_DISP_2_5,3610.0,2026-01-13 23:00:00
TXN000124,ACC_HUB_2,ACC_DISP_2_6,2932.0,2026-01-14 00:00:00
TXN000125,ACC_HUB_2,ACC_DISP_2_7,2003.0,2026-01-14 01:00:00
TXN000126,ACC_HUB_2,ACC_DISP_2_8,2169.0,2026-01-14 02:00:00
TXN000127,ACC_SMURF_3_1,ACC_HUB_3,1032.0,2026-01-09 18:00:00
TXN000128,ACC_SMURF_3_2,ACC_HUB_3,1088.0,2026-01-09 19:00:00
TXN000129,ACC_SMURF_3_3,ACC_HUB_3,1006.0,2026-01-09 20:00:00
TXN000130,ACC_SMURF_3_4,ACC_HUB_3,1032.0,2026-01-09 21:00:00
TXN000131,ACC_SMURF_3_5,ACC_HUB_3,1196.0,2026-01-09 22:00:00
TXN000132,ACC_SMURF_3_6,ACC_HUB_3,1167.0,2026-01-09 23:00:00
TXN000133,ACC_SMURF_3_7,ACC_HUB_3,1040.0,2026-01-10 00:00:00
TXN000134,ACC_SMURF_3_8,ACC_HUB_3,1174.0,2026-01-10 01:00:00
TXN000135,ACC_SMURF_3_9,ACC_HUB_3,931.0,2026-01-10 02:00:00
TXN000136,ACC_SMURF_3_10,ACC_HUB_3,997.0,2026-01-10 03:00:00
TXN000137,ACC_SMURF_3_11,ACC_HUB_3,1049.0,2026-01-10 04:00:00
TXN000138,ACC_SMURF_3_12,ACC_HUB_3,914.0,2026-01-10 05:00:00
TXN000139,ACC_SMURF_3_13,ACC_HUB_3,1191.0,2026-01-10 06:00:00
TXN000140,ACC_SMURF_3_14,ACC_HUB_3,1139.0,2026-01-10 07:00:00
TXN000141,ACC_SMURF_3_15,ACC_HUB_3,874.0,2026-01-10 08:00:00
TXN000142,ACC_HUB_3,ACC_DISP_3_1,3523.0,2026-01-13 22:00:00
TXN000143,ACC_HUB_3,ACC_DISP_3_2,3526.0,2026-01-13 23:00:00
TXN000144,ACC_HUB_3,ACC_DISP_3_3,2018.0,2026-01-14 00:00:00
TXN000145,ACC_HUB_3,ACC_DISP_3_4,2961.0,2026-01-14 01:00:00
TXN000146,ACC_HUB_3,ACC_DISP_3_5,2758.0,2026-01-14 02:00:00
TXN000147,ACC_HUB_3,ACC_DISP_3_6,3087.0,2026-01-14 03:00:00
TXN000148,ACC_HUB_3,ACC_DISP_3_7,3567.0,2026-01-14 04:00:00
TXN000149,ACC_HUB_3,ACC_DISP_3_8,2816.0,2026-01-14 05:00:00
TXN000150,ACC_SMURF_4_1,ACC_HUB_4,971.0,2026-01-09 21:00:00
TXN000151,ACC_SMURF_4_2,ACC_HUB_4,1022.0,2026-01-09 22:00:00
TXN000152,ACC_SMURF_4_3,ACC_HUB_4,836.0,2026-01-09 23:00:00
TXN000153,ACC_SMURF_4_4,ACC_HUB_4,1047.0,2026-01-10 00:00:00
TXN000154,ACC_SMURF_4_5,ACC_HUB_4,1135.0,2026-01-10 01:00:00
TXN000155,ACC_SMURF_4_6,ACC_HUB_4,957.0,2026-01-10 02:00:00
TXN000156,ACC_SMURF_4_7,ACC_HUB_4,911.0,2026-01-10 03:00:00
TXN000157,ACC_SMURF_4_8,ACC_HUB_4,1024.0,2026-01-10 04:00:00
TXN000158,ACC_SMURF_4_9,ACC_HUB_4,983.0,2026-01-10 05:00:00
TXN000159,ACC_SMURF_4_10,ACC_HUB_4,909.0,2026-01-10 06:00:00
TXN000160,ACC_SMURF_4_11,ACC_HUB_4,928.0,2026-01-10 07:00:00
TXN000161,ACC_SMURF_4_12,ACC_HUB_4,835.0,2026-01-10 08:00:00
TXN000162,ACC_SMURF_4_13,ACC_HUB_4,819.0,2026-01-10 09:00:00
TXN000163,ACC_SMURF_4_14,ACC_HUB_4,814.0,2026-01-10 10:00:00
TXN000164,ACC_SMURF_4_15,ACC_HUB_4,1177.0,2026-01-10 11:00:00
TXN000165,ACC_HUB_4,ACC_DISP_4_1,2194.0,2026-01-14 01:00:00
TXN000166,ACC_HUB_4,ACC_DISP_4_2,2141.0,2026-01-14 02:00:00
TXN000167,ACC_HUB_4,ACC_DISP_4_3,3087.0,2026-01-14 03:00:00
TXN000168,ACC_HUB_4,ACC_DISP_4_4,3229.0,2026-01-14 04:00:00
TXN000169,ACC_HUB_4,ACC_DISP_4_5,2776.0,2026-01-14 05:00:00
TXN000170,ACC_HUB_4,ACC_DISP_4_6,2433.0,2026-01-14 06:00:00
TXN000171,ACC_HUB_4,ACC_DISP_4_7,2716.0,2026-01-14 07:00:00
TXN000172,ACC_HUB_4,ACC_DISP_4_8,2500.0,2026-01-14 08:00:00
TXN000173,ACC_SMURF_5_1,ACC_HUB_5,975.0,2026-01-10 00:00:00
TXN000174,ACC_SMURF_5_2,ACC_HUB_5,983.0,2026-01-10 01:00:00
TXN000175,ACC_SMURF_5_3,ACC_HUB_5,868.0,2026-01-10 02:00:00
TXN000176,ACC_SMURF_5_4,ACC_HUB_5,821.0,2026-01-10 03:00:00
TXN000177,ACC_SMURF_5_5,ACC_HUB_5,834.0,2026-01-10 04:00:00
TXN000178,ACC_SMURF_5_6,ACC_HUB_5,1019.0,2026-01-10 05:00:00
TXN000179,ACC_SMURF_5_7,ACC_HUB_5,1190.0,2026-01-10 06:00:00
TXN000180,ACC_SMURF_5_8,ACC_HUB_5,1089.0,2026-01-10 07:00:00
TXN000181,ACC_SMURF_5_9,ACC_HUB_5,849.0,2026-01-10 08:00:00
TXN000182,ACC_SMURF_5_10,ACC_HUB_5,947.0,2026-01-10 09:00:00
TXN000183,ACC_SMURF_5_11,ACC_HUB_5,921.0,2026-01-10 10:00:00
TXN000184,ACC_SMURF_5_12,ACC_HUB_5,827.0,2026-01-10 11:00:00
TXN000185,ACC_SMURF_5_13,ACC_HUB_5,879.0,2026-01-10 12:00:00
TXN000186,ACC_SMURF_5_14,ACC_HUB_5,1091.0,2026-01-10 13:00:00
TXN000187,ACC_SMURF_5_15,ACC_HUB_5,1079.0,2026-01-10 14:00:00
TXN000188,ACC_HUB_5,ACC_DISP_5_1,3069.0,2026-01-14 04:00:00
TXN000189,ACC_HUB_5,ACC_DISP_5_2,2991.0,2026-01-14 05:00:00
TXN000190,ACC_HUB_5,ACC_DISP_5_3,3976.0,2026-01-14 06:00:00
TXN000191,ACC_HUB_5,ACC_DISP_5_4,3749.0,2026-01-14 07:00:00
TXN000192,ACC_HUB_5,ACC_DISP_5_5,3537.0,2026-01-14 08:00:00
TXN000193,ACC_HUB_5,ACC_DISP_5_6,2593.0,2026-01-14 09:00:00
TXN000194,ACC_HUB_5,ACC_DISP_5_7,3258.0,2026-01-14 10:00:00
TXN000195,ACC_HUB_5,ACC_DISP_5_8,3900.0,2026-01-14 11:00:00
TXN000196,ACC_SMURF_6_1,ACC_HUB_6,928.0,2026-01-10 03:00:00
TXN000197,ACC_SMURF_6_2,ACC_HUB_6,1192.0,2026-01-10 04:00:00
TXN000198,ACC_SMURF_6_3,ACC_HUB_6,1079.0,2026-01-10 05:00:00
TXN000199,ACC_SMURF_6_4,ACC_HUB_6,1116.0,2026-01-10 06:00:00
TXN000200,ACC_SMURF_6_5,ACC_HUB_6,903.0,2026-01-10 07:00:00
TXN000201,ACC_SMURF_6_6,ACC_HUB_6,1192.0,2026-01-10 08:00:00
TXN000202,ACC_SMURF_6_7,ACC_HUB_6,970.0,2026-01-10 09:00:00
TXN000203,ACC_SMURF_6_8,ACC_HUB_6,866.0,2026-01-10 10:00:00
TXN000204,ACC_SMURF_6_9,ACC_HUB_6,1090.0,2026-01-10 11:00:00
TXN000205,ACC_SMURF_6_10,ACC_HUB_6,1100.0,2026-01-10 12:00:00
TXN000206,ACC_SMURF_6_11,ACC_HUB_6,901.0,2026-01-10 13:00:00
TXN000207,ACC_SMURF_6_12,ACC_HUB_6,1015.0,2026-01-10 14:00:00
TXN000208,ACC_SMURF_6_13,ACC_HUB_6,1134.0,2026-01-10 15:00:00
TXN000209,ACC_SMURF_6_14,ACC_HUB_6,1190.0,2026-01-10 16:00:00
TXN000210,ACC_SMURF_6_15,ACC_HUB_6,1047.0,2026-01-10 17:00:00
TXN000211,ACC_HUB_6,ACC_DISP_6_1,2746.0,2026-01-14 07:00:00
TXN000212,ACC_HUB_6,ACC_DISP_6_2,3779.0,2026-01-14 08:00:00
TXN000213,ACC_HUB_6,ACC_DISP_6_3,3808.0,2026-01-14 09:00:00
TXN000214,ACC_HUB_6,ACC_DISP_6_4,3399.0,2026-01-14 10:00:00
TXN000215,ACC_HUB_6,ACC_DISP_6_5,2145.0,2026-01-14 11:00:00
TXN000216,ACC_HUB_6,ACC_DISP_6_6,3944.0,2026-01-14 12:00:00
TXN000217,ACC_HUB_6,ACC_DISP_6_7,3419.0,2026-01-14 13:00:00
TXN000218,ACC_HUB_6,ACC_DISP_6_8,2508.0,2026-01-14 14:00:00
TXN000219,ACC_SMURF_7_1,ACC_HUB_7,1168.0,2026-01-10 06:00:00
TXN000220,ACC_SMURF_7_2,ACC_HUB_7,1030.0,2026-01-10 07:00:00
TXN000221,ACC_SMURF_7_3,ACC_HUB_7,1194.0,2026-01-10 08:00:00
TXN000222,ACC_SMURF_7_4,ACC_HUB_7,1131.0,2026-01-10 09:00:00
TXN000223,ACC_SMURF_7_5,ACC_HUB_7,1137.0,2026-01-10 10:00:00
TXN000224,ACC_SMURF_7_6,ACC_HUB_7,1188.0,2026-01-10 11:00:00
TXN000225,ACC_SMURF_7_7,ACC_HUB_7,857.0,2026-01-10 12:00:00
TXN000226,ACC_SMURF_7_8,ACC_HUB_7,1025.0,2026-01-10 13:00:00
TXN000227,ACC_SMURF_7_9,ACC_HUB_7,1153.0,2026-01-10 14:00:00
TXN000228,ACC_SMURF_7_10,ACC_HUB_7,1146.0,2026-01-10 15:00:00
TXN000229,ACC_SMURF_7_11,ACC_HUB_7,1136.0,2026-01-10 16:00:00
TXN000230,ACC_SMURF_7_12,ACC_HUB_7,1159.0,2026-01-10 17:00:00
TXN000231,ACC_SMURF_7_13,ACC_HUB_7,1062.0,2026-01-10 18:00:00
TXN000232,ACC_SMURF_7_14,ACC_HUB_7,1019.0,2026-01-10 19:00:00
TXN000233,ACC_SMURF_7_15,ACC_HUB_7,879.0,2026-01-10 20:00:00
TXN000234,ACC_HUB_7,ACC_DISP_7_1,3105.0,2026-01-14 10:00:00
TXN000235,ACC_HUB_7,ACC_DISP_7_2,2401.0,2026-01-14 11:00:00
TXN000236,ACC_HUB_7,ACC_DISP_7_3,3867.0,2026-01-14 12:00:00
TXN000237,ACC_HUB_7,ACC_DISP_7_4,3207.0,2026-01-14 13:00:00
TXN000238,ACC_HUB_7,ACC_DISP_7_5,3003.0,2026-01-14 14:00:00
TXN000239,ACC_HUB_7,ACC_DISP_7_6,2453.0,2026-01-14 15:00:00
TXN000240,ACC_HUB_7,ACC_DISP_7_7,3638.0,2026-01-14 16:00:00
TXN000241,ACC_HUB_7,ACC_DISP_7_8,2251.0,2026-01-14 17:00:00
TXN000242,ACC_SMURF_8_1,ACC_HUB_8,1094.0,2026-01-10 09:00:00
TXN000243,ACC_SMURF_8_2,ACC_HUB_8,952.0,2026-01-10 10:00:00
TXN000244,ACC_SMURF_8_3,ACC_HUB_8,1106.0,2026-01-10 11:00:00
TXN000245,ACC_SMURF_8_4,ACC_HUB_8,999.0,2026-01-10 12:00:00
TXN000246,ACC_SMURF_8_5,ACC_HUB_8,970.0,2026-01-10 13:00:00
TXN000247,ACC_SMURF_8_6,ACC_HUB_8,920.0,2026-01-10 14:00:00
TXN000248,ACC_SMURF_8_7,ACC_HUB_8,1046.0,2026-01-10 15:00:00
TXN000249,ACC_SMURF_8_8,ACC_HUB_8,1143.0,2026-01-10 16:00:00
TXN000250,ACC_SMURF_8_9,ACC_HUB_8,1039.0,2026-01-10 17:00:00
TXN000251,ACC_SMURF_8_10,ACC_HUB_8,1170.0,2026-01-10 18:00:00
TXN000252,ACC_SMURF_8_11,ACC_HUB_8,951.0,2026-01-10 19:00:00
TXN000253,ACC_SMURF_8_12,ACC_HUB_8,1147.0,2026-01-10 20:00:00
TXN000254,ACC_SMURF_8_13,ACC_HUB_8,923.0,2026-01-10 21:00:00
TXN000255,ACC_SMURF_8_14,ACC_HUB_8,1065.0,2026-01-10 22:00:00
TXN000256,ACC_SMURF_8_15,ACC_HUB_8,863.0,2026-01-10 23:00:00
TXN000257,ACC_HUB_8,ACC_DISP_8_1,3274.0,2026-01-14 13:00:00
TXN000258,ACC_HUB_8,ACC_DISP_8_2,3076.0,2026-01-14 14:00:00
TXN000259,ACC_HUB_8,ACC_DISP_8_3,3799.0,2026-01-14 15:00:00
TXN000260,ACC_HUB_8,ACC_DISP_8_4,2347.0,2026-01-14 16:00:00
TXN000261,ACC_HUB_8,ACC_DISP_8_5,2967.0,2026-01-14 17:00:00
TXN000262,ACC_HUB_8,ACC_DISP_8_6,2570.0,2026-01-14 18:00:00
TXN000263,ACC_HUB_8,ACC_DISP_8_7,2378.0,2026-01-14 19:00:00
TXN000264,ACC_HUB_8,ACC_DISP_8_8,3653.0,2026-01-14 20:00:00
TXN000265,ACC_SMURF_9_1,ACC_HUB_9,1146.0,2026-01-10 12:00:00
TXN000266,ACC_SMURF_9_2,ACC_HUB_9,1113.0,2026-01-10 13:00:00
TXN000267,ACC_SMURF_9_3,ACC_HUB_9,856.0,2026-01-10 14:00:00
TXN000268,ACC_SMURF_9_4,ACC_HUB_9,880.0,2026-01-10 15:00:00
TXN000269,ACC_SMURF_9_5,ACC_HUB_9,1073.0,2026-01-10 16:00:00
TXN000270,ACC_SMURF_9_6,ACC_HUB_9,949.0,2026-01-10 17:00:00
TXN000271,ACC_SMURF_9_7,ACC_HUB_9,1161.0,2026-01-10 18:00:00
TXN000272,ACC_SMURF_9_8,ACC_HUB_9,969.0,2026-01-10 19:00:00
TXN000273,ACC_SMURF_9_9,ACC_HUB_9,1106.0,2026-01-10 20:00:00
TXN000274,ACC_SMURF_9_10,ACC_HUB_9,1057.0,2026-01-10 21:00:00
TXN000275,ACC_SMURF_9_11,ACC_HUB_9,1105.0,2026-01-10 22:00:00
TXN000276,ACC_SMURF_9_12,ACC_HUB_9,1133.0,2026-01-10 23:00:00
TXN000277,ACC_SMURF_9_13,ACC_HUB_9,995.0,2026-01-11 00:00:00
TXN000278,ACC_SMURF_9_14,ACC_HUB_9,933.0,2026-01-11 01:00:00
TXN000279,ACC_SMURF_9_15,ACC_HUB_9,861.0,2026-01-11 02:00:00
TXN000280,ACC_HUB_9,ACC_DISP_9_1,3069.0,2026-01-14 16:00:00
TXN000281,ACC_HUB_9,ACC_DISP_9_2,2438.0,2026-01-14 17:00:00
TXN000282,ACC_HUB_9,ACC_DISP_9_3,2780.0,2026-01-14 18:00:00
TXN000283,ACC_HUB_9,ACC_DISP_9_4,2639.0,2026-01-14 19:00:00
TXN000284,ACC_HUB_9,ACC_DISP_9_5,2080.0,2026-01-14 20:00:00
TXN000285,ACC_HUB_9,ACC_DISP_9_6,3626.0,2026-01-14 21:00:00
TXN000286,ACC_HUB_9,ACC_DISP_9_7,3330.0,2026-01-14 22:00:00
TXN000287,ACC_HUB_9,ACC_DISP_9_8,3409.0,2026-01-14 23:00:00
TXN000288,ACC_SMURF_10_1,ACC_HUB_10,1010.0,2026-01-10 15:00:00
TXN000289,ACC_SMURF_10_2,ACC_HUB_10,1167.0,2026-01-10 16:00:00
TXN000290,ACC_SMURF_10_3,ACC_HUB_10,1187.0,2026-01-10 17:00:00
TXN000291,ACC_SMURF_10_4,ACC_HUB_10,1142.0,2026-01-10 18:00:00
